100BlockAddress
92XX BLOCK OF 21ST AVE SW
16XX BLOCK OF S DEARBORN ST
3RD AVE W / W SMITH ST
22XX BLOCK OF 4TH AVE
12XX BLOCK OF S DEARBORN ST
37XX BLOCK OF SW SOUTHERN ST
127XX BLOCK OF 1ST AVE NW
51XX BLOCK OF S LUCILE ST
47XX BLOCK OF 51ST PL SW
75XX BLOCK OF 25TH AVE NE
16XX BLOCK OF 39TH AVE
60XX BLOCK OF 17TH AVE SW
10XX BLOCK OF NE 100TH ST
70XX BLOCK OF 12TH AVE NE
62XX BLOCK OF 4TH AVE NW
95XX BLOCK OF ROOSEVELT WAY NE
9XX BLOCK OF W HALLADAY ST
19XX BLOCK OF NW BLUE RIDGE DR
6XX BLOCK OF 7TH AVE S
85XX BLOCK OF MIDVALE AVE N
AURORA AVE N / N 143RD ST
2XX BLOCK OF 5TH AVE N
39XX BLOCK OF BURKE AVE N
56XX BLOCK OF 48TH AVE SW
88XX BLOCK OF AURORA AVE N
7XX BLOCK OF 24TH AVE S
N 140TH ST / ROSLYN PL N
4XX BLOCK OF 23RD AVE
14XX BLOCK OF 35TH AVE S
69XX BLOCK OF 57TH AVE NE
10XX BLOCK OF SW KLICKITAT WAY
95XX BLOCK OF 5TH AVE NE
6XX BLOCK OF S MASSACHUSETTS ST
8XX BLOCK OF S KING ST
34XX BLOCK OF E HURON ST
NE 78TH ST / 8TH AVE NE
2XX BLOCK OF WALL ST
4XX BLOCK OF BOREN AVE N
42XX BLOCK OF SW DAWSON ST
CANTERBURY LN E / E MCGILVRA ST
28XX BLOCK OF S HILL ST
76XX BLOCK OF GREENWOOD AVE N
5XX BLOCK OF N 84TH ST
11XX BLOCK OF BELLEVUE PL E
31XX BLOCK OF W COMMODORE WAY
S STEVENS ST / BEACON AVE S
7XX BLOCK OF SUMMIT AVE E
3RD AVE NE / NE NORTHGATE WAY
24TH AVE NW / NW 63RD ST
47XX BLOCK OF S LUCILE ST
42XX BLOCK OF ROOSEVELT WAY NE
130XX BLOCK OF GREENWOOD AVE N
12XX BLOCK OF N 88TH ST
19XX BLOCK OF 5TH AVE
28XX BLOCK OF 44TH AVE W
2XX BLOCK OF 3RD AVE S
N 143RD ST / GREENWOOD AVE N
42XX BLOCK OF S SPENCER ST
1XX BLOCK OF PREFONTAINE PL S
40XX BLOCK OF CALIFORNIA AVE SW
50XX BLOCK OF 37TH AVE S
97XX BLOCK OF 5TH AVE NE
11XX BLOCK OF E FIR ST
4XX BLOCK OF 26TH AVE S
19XX BLOCK OF N NORTHGATE WAY
49XX BLOCK OF S ANGELINE ST
8XX BLOCK OF NW 70TH ST
39XX BLOCK OF S FINDLAY ST
72XX BLOCK OF W MARGINAL WAY S
10XX BLOCK OF 1ST AVE
63XX BLOCK OF 44TH AVE S
32XX BLOCK OF E ALDER ST
RAINIER AVE S / S MOUNT BAKER BLVD
105XX BLOCK OF PALATINE AVE N
50XX BLOCK OF BROOKLYN AVE NE
9XX BLOCK OF 16TH AVE
21XX BLOCK OF NE 81ST ST
25XX BLOCK OF 21ST AVE S
20XX BLOCK OF S NYE PL
88XX BLOCK OF 12TH AVE NE
110XX BLOCK OF DAYTON AVE N
24XX BLOCK OF 1ST AVE N
37XX BLOCK OF SW ALASKA ST
9XX BLOCK OF N 74TH ST
4XX BLOCK OF BOREN AVE
23XX BLOCK OF 3RD AVE
75XX BLOCK OF 44TH PL SW
38XX BLOCK OF 29TH AVE W
70XX BLOCK OF GREENWOOD AVE N
16XX BLOCK OF 26TH AVE
74XX BLOCK OF GREENWOOD AVE N
48XX BLOCK OF SW JUNEAU ST
10XX BLOCK OF 6TH AVE
38XX BLOCK OF 24TH AVE S
1XX BLOCK OF 37TH AVE E
13XX BLOCK OF 4TH AVE
25XX BLOCK OF N 50TH ST
30XX BLOCK OF 26TH AVE W
45XX BLOCK OF S CLOVERDALE ST
11XX BLOCK OF NE CAMPUS PKY
W MCGRAW ST / MORLEY PL W
137XX BLOCK OF CORLISS AVE N
S LANE ST / 8TH AVE S
10XX BLOCK OF LAKE WASHINGTON BLVD E
NE 123RD ST / 12TH AVE NE
14XX BLOCK OF E MADISON ST
46XX BLOCK OF 51ST AVE S
70XX BLOCK OF 58TH AVE NE
86XX BLOCK OF VASHON VIEW SW
46XX BLOCK OF 22ND AVE NE
28XX BLOCK OF NW 75TH ST
33XX BLOCK OF 37TH PL S
GILMAN DR W / 15TH AVE W
7XX BLOCK OF CROCKETT ST
39XX BLOCK OF PASADENA PL NE
9XX BLOCK OF E UNION ST
24XX BLOCK OF 4TH AVE
SUMMIT AVE E / E JOHN ST
38XX BLOCK OF S FERDINAND ST
1XX BLOCK OF 10TH AVE E
115XX BLOCK OF MERIDIAN AVE N
81XX BLOCK OF 28TH AVE SW
52XX BLOCK OF 33RD AVE S
67XX BLOCK OF 42ND AVE S
20XX BLOCK OF TERRY AVE
20XX BLOCK OF 13TH AVE W
53XX BLOCK OF RUSSELL AVE NW
39XX BLOCK OF INTERLAKE AVE N
94XX BLOCK OF FREMONT AVE N
54XX BLOCK OF 34TH AVE NW
25XX BLOCK OF NE 83RD ST
22XX BLOCK OF S EDDY ST
6XX BLOCK OF NW 54TH ST
15XX BLOCK OF 37TH AVE E
14XX BLOCK OF 19TH AVE
61XX BLOCK OF S KEPPLER ST
21XX BLOCK OF 10TH AVE W
20XX BLOCK OF NE 90TH ST
72XX BLOCK OF LEDROIT CT SW
65XX BLOCK OF DIVISION AVE NW
45XX BLOCK OF SHILSHOLE AVE NW
47XX BLOCK OF 38TH AVE NE
16XX BLOCK OF BOYLSTON AVE
24XX BLOCK OF SW ANDOVER ST
19XX BLOCK OF CLISE PL W
NE 47TH ST / UNIVERSITY WAY NE
49XX BLOCK OF PHINNEY AVE N
25XX BLOCK OF CANTERBURY LN E
44XX BLOCK OF LINDEN AVE N
11XX BLOCK OF NE 55TH ST
25XX BLOCK OF WESTERN AVE
RAINIER AVE S / S FOREST ST
CALIFORNIA AVE SW / SW FRONTENAC ST
15XX BLOCK OF SW ROXBURY ST
SW GENESEE ST / DELRIDGE WAY SW
3RD AVE S / S MASSACHUSETTS ST
40XX BLOCK OF RAINIER AVE S
24XX BLOCK OF 6TH AVE S
61XX BLOCK OF 24TH AVE NW
73XX BLOCK OF 2ND AVE SW
COLUMBIA ST / 1ST AVE
9XX BLOCK OF JOHN ST
55XX BLOCK OF SW GENESEE ST
115XX BLOCK OF GREENWOOD AVE N
50XX BLOCK OF 45TH AVE S
31XX BLOCK OF W RAYE ST
25XX BLOCK OF E CALHOUN ST
23XX BLOCK OF HARBOR AVE SW
6XX BLOCK OF S MICHIGAN ST
100XX BLOCK OF 15TH AVE NW
17XX BLOCK OF 18TH AVE S
2XX BLOCK OF ELLIOTT AVE W
60XX BLOCK OF 31ST AVE S
10XX BLOCK OF W NICKERSON ST
76XX BLOCK OF ROCKERY DR S
80XX BLOCK OF 26TH AVE NW
53XX BLOCK OF 7TH AVE NE
19XX BLOCK OF E FIR ST
19XX BLOCK OF AURORA AVE N
25XX BLOCK OF 32ND AVE S
38XX BLOCK OF W MARGINAL WAY SW
BOREN AVE / MADISON ST
15XX BLOCK OF NE 88TH ST
77XX BLOCK OF 63RD AVE NE
E CHERRY ST / 24TH AVE
DAYTON AVE N / N 64TH ST
14XX BLOCK OF NE 43RD ST
63XX BLOCK OF 29TH AVE S
40XX BLOCK OF NE 55TH ST
86XX BLOCK OF 25TH AVE SW
3XX BLOCK OF 12TH AVE
78XX BLOCK OF STROUD AVE N
133XX BLOCK OF GREENWOOD AVE N
8TH AVE S / S WELLER ST
15TH AVE E / E MERCER ST
18XX BLOCK OF E DENNY WAY
7XX BLOCK OF PIKE ST
76XX BLOCK OF 39TH AVE S
108XX BLOCK OF ARROYO BEACH PL SW
65XX BLOCK OF 4TH AVE S
24XX BLOCK OF 32ND AVE W
24XX BLOCK OF NW 57TH ST
BATTERY ST / 2ND AVE
SW OREGON ST / 47TH AVE SW
38XX BLOCK OF FREMONT AVE N
67XX BLOCK OF 16TH AVE NW
20XX BLOCK OF S CHARLES ST
WESTERN AVE / UNIVERSITY ST
9XX BLOCK OF OCCIDENTAL AVE S
41XX BLOCK OF UNIVERSITY WAY NE
NE NORTHGATE WAY / 8TH AVE NE
17XX BLOCK OF NW 62ND ST
7XX BLOCK OF LAKESIDE AVE S
NW BALLARD WAY / 11TH AVE NW
8XX BLOCK OF FAIRVIEW AVE N
16XX BLOCK OF 38TH AVE
48XX BLOCK OF S RAYMOND ST
ALASKAN WAY / MADISON ST
57XX BLOCK OF E GREEN LAKE WAY N
16XX BLOCK OF 8TH AVE
21ST AVE NE / NE 47TH ST
4XX BLOCK OF W HOWE ST
45XX BLOCK OF NE 54TH ST
2XX BLOCK OF N 137TH ST
77XX BLOCK OF 21ST AVE NE
1XX BLOCK OF W DRAVUS ST
14XX BLOCK OF 12TH AVE
14TH AVE / E ALDER ST
ROOSEVELT WAY NE / NE 85TH ST
12XX BLOCK OF JAMES ST
67XX BLOCK OF CARLETON AVE S
30XX BLOCK OF 3RD AVE W
64XX BLOCK OF ROOSEVELT WAY NE
SAND POINT WAY NE / NE 45TH ST
1ST AVE S / S CLOVERDALE ST
5XX BLOCK OF E PIKE ST
11XX BLOCK OF N 35TH ST
135XX BLOCK OF LINDEN AVE N
75XX BLOCK OF FAUNTLEROY WAY SW
24TH AVE NW / NW 54TH ST
28XX BLOCK OF S GENESEE ST
29XX BLOCK OF 26TH AVE W
14XX BLOCK OF N 41ST ST
32XX BLOCK OF NW 70TH ST
41XX BLOCK OF 40TH AVE SW
NEWTON ST / 8TH AVE N
42XX BLOCK OF 1ST AVE NW
14XX BLOCK OF ELLIOTT AVE W
20XX BLOCK OF YALE AVE E
24XX BLOCK OF N NORTHLAKE WAY
N 103RD ST / GREENWOOD AVE N
28XX BLOCK OF MOUNT SAINT HELENS PL S
52XX BLOCK OF RUSSELL AVE NW
S ATLANTIC ST / 1ST AVE S
MERCER ST / TERRY AVE N
30XX BLOCK OF 22ND AVE S
N 38TH ST / AURORA AVE N
E GREEN LAKE WAY N / 1ST AVE NE
54XX BLOCK OF 20TH AVE S
41XX BLOCK OF AURORA AVE N
30XX BLOCK OF SW MORGAN ST
27XX BLOCK OF W MANOR PL
97XX BLOCK OF ROOSEVELT WAY NE
3XX BLOCK OF UNIVERSITY ST
2XX BLOCK OF 11TH AVE
24XX BLOCK OF 2ND AVE
4TH AVE / YESLER WAY
97XX BLOCK OF HOLMAN RD NW
19XX BLOCK OF NE PACIFIC ST
9XX BLOCK OF 14TH AVE
36XX BLOCK OF 34TH AVE W
E UNION ST / HARVARD AVE
7XX BLOCK OF E PIKE ST
50XX BLOCK OF 18TH AVE NE
25XX BLOCK OF 4TH AVE W
17XX BLOCK OF NE 55TH ST
79XX BLOCK OF RENTON AVE S
16TH AVE / E UNION ST
9TH AVE / COLUMBIA ST
E REMINGTON CT / 12TH AVE
14XX BLOCK OF N 53RD ST
53XX BLOCK OF 8TH AVE NE
56XX BLOCK OF 5TH AVE NE
19XX BLOCK OF OCCIDENTAL AVE S
13XX BLOCK OF HUBBELL PL
62XX BLOCK OF 35TH AVE NE
67XX BLOCK OF 7TH AVE NW
122XX BLOCK OF CORLISS AVE N
N 94TH ST / AURORA AVE N
LINDEN AVE N / N 93RD ST
STEWART ST / OLIVE WAY
SW DOUGLAS PL / CHILBERG AVE SW
47XX BLOCK OF SW JUNEAU ST
26TH AVE SW / SW THISTLE ST
67XX BLOCK OF 14TH AVE NW
1XX BLOCK OF S ROYAL BROUGHAM WAY
15TH AVE NW / NW 53RD ST
RAILROAD WAY S / OCCIDENTAL AVE S
86XX BLOCK OF DELRIDGE WAY SW
89XX BLOCK OF LAKE CITY WAY NE
WOODLAWN AVE NE / NE 72ND ST
53XX BLOCK OF 17TH AVE NW
73XX BLOCK OF 30TH AVE SW
9XX BLOCK OF NW 51ST ST
19XX BLOCK OF 10TH AVE W
94XX BLOCK OF DELRIDGE WAY SW
84XX BLOCK OF TILLICUM RD SW
ROOSEVELT WAY NE / NE 75TH ST
4XX BLOCK OF NE 72ND ST
5XX BLOCK OF EASTLAKE AVE E
20TH AVE NW / NW 57TH ST
10TH AVE / E PIKE ST
3RD AVE NW / NW 87TH ST
73XX BLOCK OF 58TH AVE NE
NE 70TH ST / OSWEGO PL NE
18XX BLOCK OF 19TH AVE
1XX BLOCK OF NICKERSON ST
AURORA AVE N / ROY ST
81XX BLOCK OF 22ND AVE SW
FAUNTLEROY WAY SW / SW BRACE POINT DR
21XX BLOCK OF SW HOLDEN ST
58XX BLOCK OF 56TH AVE NE
TAYLOR AVE N / ROY ST
WESTERN AVE / YESLER WAY
40XX BLOCK OF 21ST AVE SW
29XX BLOCK OF 9TH AVE W
55XX BLOCK OF 37TH AVE NE
68XX BLOCK OF 28TH AVE NE
S HENDERSON ST / RENTON AVE S
64XX BLOCK OF CORSON AVE S
20XX BLOCK OF 19TH AVE S
99XX BLOCK OF RAINIER AVE S
65XX BLOCK OF 23RD AVE NW
48XX BLOCK OF 35TH AVE SW
7XX BLOCK OF NE 45TH ST
18XX BLOCK OF 23RD AVE
16XX BLOCK OF 33RD AVE
45XX BLOCK OF SW SEATTLE ST
1ST AVE W / W REPUBLICAN ST
S JACKSON ST / 1ST AVE S
65XX BLOCK OF 30TH AVE SW
20XX BLOCK OF E MADISON ST
70XX BLOCK OF HIGHLAND PARK WAY SW
34XX BLOCK OF BEACON AVE S
4XX BLOCK OF 10TH AVE
12XX BLOCK OF NE 64TH ST
13XX BLOCK OF 35TH AVE S
33XX BLOCK OF FUHRMAN AVE E
10TH AVE E / E ALOHA ST
4XX BLOCK OF 21ST AVE
74XX BLOCK OF 44TH AVE SW
49TH AVE S / S ANGELINE ST
68XX BLOCK OF 17TH AVE NE
81XX BLOCK OF 12TH AVE SW
24XX BLOCK OF N 40TH ST
32XX BLOCK OF 36TH AVE W
81XX BLOCK OF 30TH AVE SW
E LYNN ST / FAIRVIEW AVE E
100XX BLOCK OF WALLINGFORD AVE N
76XX BLOCK OF 40TH AVE S
50XX BLOCK OF 21ST AVE NE
E LYNN ST / FRANKLIN AVE E
77XX BLOCK OF 13TH AVE SW
96XX BLOCK OF 20TH AVE SW
7XX BLOCK OF 20TH AVE
122XX BLOCK OF PHINNEY AVE N
2XX BLOCK OF 17TH AVE
72XX BLOCK OF SAND POINT WAY NE
49TH AVE S / S GENESEE ST
8XX BLOCK OF NW 49TH ST
29XX BLOCK OF WESTLAKE AVE N
MIDVALE AVE N / N 107TH ST
7XX BLOCK OF N 87TH ST
63XX BLOCK OF 28TH AVE NW
13XX BLOCK OF 15TH AVE S
NE 75TH ST / 12TH AVE NE
56XX BLOCK OF 38TH AVE SW
29XX BLOCK OF 6TH AVE S
67XX BLOCK OF FAUNTLEROY WAY SW
65XX BLOCK OF FAUNTLEROY WAY SW
84XX BLOCK OF BEACON AVE S
4XX BLOCK OF NW 70TH ST
63XX BLOCK OF 42ND AVE SW
SEWARD PARK AVE S / S ORCAS ST
54XX BLOCK OF SEWARD PARK AVE S
13XX BLOCK OF N 44TH ST
3RD AVE N / MERCER ST
6XX BLOCK OF S LANE ST
18XX BLOCK OF NE 65TH ST
3XX BLOCK OF LENORA ST
48XX BLOCK OF S HOLLY ST
50XX BLOCK OF 39TH AVE NE
1XX BLOCK OF W HARRISON ST
AURORA AVE N / N 96TH ST
23XX BLOCK OF S HILL ST
29XX BLOCK OF FAIRVIEW AVE E
97XX BLOCK OF 2ND AVE NW
70XX BLOCK OF PALATINE AVE N
115XX BLOCK OF 8TH AVE NE
4TH AVE NE / NE 65TH ST
LINDEN AVE N / N 76TH ST
NW 81ST ST / 3RD AVE NW
67XX BLOCK OF 40TH AVE SW
86XX BLOCK OF 32ND AVE SW
65XX BLOCK OF 2ND AVE NW
7XX BLOCK OF 18TH AVE
29XX BLOCK OF E MADISON ST
2XX BLOCK OF S JACKSON ST
42XX BLOCK OF 5TH AVE NW
4XX BLOCK OF 15TH AVE E
STEWART ST / 1ST AVE
35XX BLOCK OF MERIDIAN AVE N
100XX BLOCK OF 39TH AVE SW
92XX BLOCK OF 22ND AVE SW
57XX BLOCK OF 55TH AVE S
21XX BLOCK OF E MARION ST
15XX BLOCK OF 38TH AVE
23XX BLOCK OF N 115TH ST
90XX BLOCK OF 13TH AVE NW
61XX BLOCK OF LATONA AVE NE
42XX BLOCK OF 4TH AVE NE
N 34TH ST / ALBION PL N
28XX BLOCK OF S NEVADA ST
122XX BLOCK OF DENSMORE AVE N
PINE ST / 6TH AVE
67XX BLOCK OF 14TH AVE SW
9XX BLOCK OF N 101ST ST
23XX BLOCK OF 6TH AVE
42XX BLOCK OF SW DAKOTA ST
26XX BLOCK OF SW YANCY ST
74XX BLOCK OF RAINIER AVE S
18XX BLOCK OF 15TH AVE
44TH AVE SW / SW 102ND ST
94XX BLOCK OF 15TH AVE SW
JAMES ST / 9TH AVE
46XX BLOCK OF INTERLAKE AVE N
13XX BLOCK OF N 41ST ST
4XX BLOCK OF S HENDERSON ST
59XX BLOCK OF 26TH AVE SW
107XX BLOCK OF INTERLAKE AVE N
RAINIER AVE S / S NORMAN ST
42XX BLOCK OF NE 113TH ST
MINOR AVE / UNIVERSITY ST
43XX BLOCK OF BROOKLYN AVE NE
46XX BLOCK OF SW OTHELLO ST
S TRENTON ST / 39TH AVE S
47XX BLOCK OF 37TH AVE SW
14XX BLOCK OF NE 52ND ST
12XX BLOCK OF NE 89TH ST
S HINDS ST / 23RD AVE S
15XX BLOCK OF UTAH AVE S
37XX BLOCK OF SW THISTLE ST
50XX BLOCK OF 8TH AVE NE
12XX BLOCK OF 4TH AVE
113XX BLOCK OF SUNNYSIDE AVE N
24XX BLOCK OF 4TH AVE W
11XX BLOCK OF N 76TH ST
9XX BLOCK OF N 70TH ST
5XX BLOCK OF 14TH AVE E
51XX BLOCK OF RUSSELL AVE NW
NE 65TH ST / 4TH AVE NE
23XX BLOCK OF SW WEBSTER ST
7XX BLOCK OF 18TH AVE S
12XX BLOCK OF S SULLIVAN ST
37XX BLOCK OF S DAWSON ST
9XX BLOCK OF E JEFFERSON ST
NW DOCK PL / LEARY AVE NW
65XX BLOCK OF 44TH AVE SW
33XX BLOCK OF NE 55TH ST
M L KING JR WAY S / 31ST AVE S
UNION ST / 6TH AVE
46TH AVE SW / SW TRENTON ST
41XX BLOCK OF SW HILL ST
45XX BLOCK OF SW CONCORD ST
11TH AVE NE / NE 50TH ST
24XX BLOCK OF 7TH AVE W
NW 49TH ST / 17TH AVE NW
1XX BLOCK OF W CREMONA ST
5XX BLOCK OF 13TH AVE
48XX BLOCK OF 20TH AVE NW
30XX BLOCK OF HARVARD AVE E
80XX BLOCK OF 46TH AVE SW
1XX BLOCK OF NW CANAL ST
N 67TH ST / PHINNEY AVE N
45XX BLOCK OF TEXAS WAY W
1XX BLOCK OF EASTLAKE AVE E
7XX BLOCK OF N 128TH ST
E CHERRY ST / 23RD AVE
18TH AVE / E JEFFERSON ST
17XX BLOCK OF E OLIVE WAY
47TH AVE SW / SW OTHELLO ST
CALIFORNIA AVE SW / SW ALASKA ST
97XX BLOCK OF 60TH AVE S
125XX BLOCK OF 12TH AVE NE
29TH AVE SW / SW BARTON ST
3XX BLOCK OF MELROSE AVE E
37XX BLOCK OF EASTERN AVE N
44XX BLOCK OF SW HUDSON ST
24TH AVE SW / SW HOLDEN ST
90XX BLOCK OF 10TH AVE SW
68XX BLOCK OF RAINIER AVE S
34XX BLOCK OF 21ST AVE W
27XX BLOCK OF OCCIDENTAL AVE S
30XX BLOCK OF SW HINDS ST
28XX BLOCK OF FAIRVIEW AVE E
3XX BLOCK OF HARVARD AVE E
45XX BLOCK OF INTERLAKE AVE N
WESTERN AVE / BROAD ST
16XX BLOCK OF 5TH AVE N
8XX BLOCK OF NE 63RD ST
63XX BLOCK OF 15TH AVE NE
61XX BLOCK OF ROOSEVELT WAY NE
32XX BLOCK OF 47TH AVE SW
48XX BLOCK OF 46TH AVE SW
89XX BLOCK OF 15TH AVE NE
16XX BLOCK OF SW HENDERSON ST
ALASKAN WAY / CLAY ST
AURORA AVE N / N 85TH ST
15XX BLOCK OF FAIRVIEW AVE E
SPRING ST / 6TH AVE
22XX BLOCK OF RAINIER AVE S
44XX BLOCK OF 46TH AVE SW
15TH AVE / E HOWELL ST
4XX BLOCK OF 8TH AVE N
140XX BLOCK OF BAGLEY AVE N
29XX BLOCK OF WESTERN AVE
80XX BLOCK OF 10TH AVE S
AIRPORT WAY S / S LUCILE ST
4XX BLOCK OF 20TH AVE
87XX BLOCK OF GREENWOOD AVE N
52XX BLOCK OF 15TH AVE NW
34TH AVE SW / SW MYRTLE ST
12XX BLOCK OF PINE ST
ELLIOTT AVE / BATTERY ST
102XX BLOCK OF 33RD AVE SW
14TH AVE NW / NW 52ND ST
56XX BLOCK OF NE 59TH ST
44XX BLOCK OF S WILLOW ST
49XX BLOCK OF SW HINDS ST
42XX BLOCK OF S LUCILE ST
33XX BLOCK OF MARTIN LUTHER KING JR WAY S
9XX BLOCK OF N 81ST ST
DEXTER AVE N / CROCKETT ST
69XX BLOCK OF 37TH AVE S
24XX BLOCK OF 1ST AVE
3XX BLOCK OF CEDAR ST
84XX BLOCK OF DELRIDGE WAY SW
75XX BLOCK OF MARTIN LUTHER KING JR WAY S
WEST GREEN LAKE DR N / N 76TH ST
26XX BLOCK OF S DELAPPE PL
E OLIVE ST / BOYLSTON AVE
1ST AVE S / S MASSACHUSETTS ST
17TH AVE S / S WASHINGTON ST
E ALOHA ST / 19TH AVE E
E YESLER WAY / 17TH AVE
MINOR AVE / CHERRY ST
SHILSHOLE AVE NW / NW DOCK PL
E CHERRY ST / 17TH AVE
4TH AVE N / HALLADAY ST
52XX BLOCK OF SW GENESEE ST
FREMONT AVE N / N 88TH ST
47XX BLOCK OF 40TH AVE SW
60XX BLOCK OF S PILGRIM ST
44XX BLOCK OF INTERLAKE AVE N
3XX BLOCK OF BLANCHARD ST
14XX BLOCK OF 21ST AVE
32XX BLOCK OF 30TH AVE SW
17TH AVE NW / NW 77TH ST
107XX BLOCK OF MIDVALE AVE N
26XX BLOCK OF ELLIOTT AVE
18XX BLOCK OF 12TH AVE S
3XX BLOCK OF W REPUBLICAN ST
37XX BLOCK OF S HUDSON ST
S JACKSON ST / 4TH AVE S
35XX BLOCK OF S FERDINAND ST
15TH AVE / E CHERRY ST
16XX BLOCK OF E OLIVE ST
S MOUNT BAKER BLVD / S MCCLELLAN ST
96XX BLOCK OF 15TH AVE NW
22XX BLOCK OF S JACKSON ST
3XX BLOCK OF CORYELL CT E
44XX BLOCK OF SW ALASKA ST
39TH AVE S / S HOLLY PARK DR
5TH AVE S / S KING ST
10XX BLOCK OF S ELMGROVE ST
55XX BLOCK OF 13TH AVE S
65XX BLOCK OF 42ND AVE SW
56XX BLOCK OF SW SPOKANE ST
12XX BLOCK OF 22ND AVE E
3XX BLOCK OF 14TH AVE E
4XX BLOCK OF N 63RD ST
42XX BLOCK OF PHINNEY AVE N
59XX BLOCK OF 44TH AVE SW
18XX BLOCK OF 27TH AVE
ROOSEVELT WAY NE / NE 43RD ST
42XX BLOCK OF NE 50TH ST
106XX BLOCK OF 63RD AVE S
25XX BLOCK OF 15TH AVE S
50XX BLOCK OF DELRIDGE WAY SW
3XX BLOCK OF 2ND AVE W
19XX BLOCK OF 3RD AVE W
9XX BLOCK OF NE 63RD ST
74XX BLOCK OF ORIN CT N
11XX BLOCK OF 16TH AVE
9XX BLOCK OF N 107TH ST
60XX BLOCK OF 31ST AVE NE
8XX BLOCK OF N 48TH ST
W BERTONA ST / 16TH AVE W
E COLUMBIA ST / 12TH AVE
49XX BLOCK OF 51ST AVE S
ELLIOTT AVE / BAY ST
7XX BLOCK OF N 89TH ST
42XX BLOCK OF S WILLOW ST
10XX BLOCK OF 2ND AVE
79XX BLOCK OF 12TH AVE SW
26XX BLOCK OF 14TH AVE W
12XX BLOCK OF E LYNN ST
11XX BLOCK OF 16TH AVE E
13TH AVE / E PIKE ST
NESBIT AVE N / N 90TH ST
25XX BLOCK OF 29TH AVE S
68XX BLOCK OF 48TH AVE NE
10XX BLOCK OF 12TH AVE S
35TH AVE SW / SW WILLOW ST
S SPOKANE ST / AIRPORT WAY S
35XX BLOCK OF SW AVALON WAY
28TH AVE S / S FRONTENAC ST
65XX BLOCK OF 35TH AVE NE
12XX BLOCK OF E CHERRY ST
42XX BLOCK OF EASTERN AVE N
N 102ND ST / AURORA AVE N
40XX BLOCK OF 23RD AVE SW
67XX BLOCK OF 35TH AVE NW
9XX BLOCK OF N 79TH ST
26XX BLOCK OF 42ND AVE SW
60XX BLOCK OF 30TH AVE NE
19XX BLOCK OF 9TH AVE
4XX BLOCK OF E LORETTA PL
38XX BLOCK OF 50TH AVE SW
12XX BLOCK OF HOWELL ST
7XX BLOCK OF S LANE ST
74XX BLOCK OF 9TH AVE NE
28XX BLOCK OF 16TH AVE S
13XX BLOCK OF BOREN AVE
77XX BLOCK OF 18TH AVE NW
70XX BLOCK OF ALONZO AVE NW
9XX BLOCK OF UNION ST
10XX BLOCK OF ALASKAN WAY
10XX BLOCK OF MINOR AVE
14XX BLOCK OF POST ALY
44XX BLOCK OF FREMONT AVE N
48XX BLOCK OF MARTIN LUTHER KING JR WAY S
113XX BLOCK OF LAKESIDE AVE NE
15XX BLOCK OF NE 90TH ST
97XX BLOCK OF ASHWORTH AVE N
7XX BLOCK OF MARTIN LUTHER KING JR WAY S
100XX BLOCK OF AIRPORT WAY S
55XX BLOCK OF AIRPORT WAY S
3XX BLOCK OF S CLOVERDALE ST
6XX BLOCK OF NW 58TH ST
125XX BLOCK OF 2ND AVE NE
18XX BLOCK OF N 48TH ST
E JEFFERSON ST / 23RD AVE
7XX BLOCK OF 19TH AVE
N 46TH ST / MERIDIAN AVE N
18XX BLOCK OF NW 85TH ST
18XX BLOCK OF BELLEVUE AVE
5TH AVE NE / NE 73RD ST
26XX BLOCK OF NW 59TH ST
16XX BLOCK OF BELLEVUE AVE
26XX BLOCK OF 58TH AVE SW
75XX BLOCK OF 40TH AVE S
NW 75TH ST / 8TH AVE NW
58XX BLOCK OF 20TH AVE S
5XX BLOCK OF E REPUBLICAN ST
82XX BLOCK OF 10TH AVE S
56XX BLOCK OF 4TH AVE S
55XX BLOCK OF 34TH AVE NE
61XX BLOCK OF S FOUNTAIN ST
75XX BLOCK OF 34TH AVE NE
8TH AVE N / JOHN ST
83XX BLOCK OF MARTIN LUTHER KING JR WAY S
17XX BLOCK OF S NORMAN ST
27XX BLOCK OF SW HOLDEN ST
45XX BLOCK OF FAUNTLEROY WAY SW
36XX BLOCK OF 23RD AVE W
6XX BLOCK OF W EWING ST
39XX BLOCK OF 2ND AVE NE
50XX BLOCK OF 37TH AVE SW
20XX BLOCK OF NW 64TH ST
26XX BLOCK OF 21ST AVE W
54XX BLOCK OF FAUNTLEROY WAY SW
45XX BLOCK OF CORLISS AVE N
26XX BLOCK OF NW 57TH ST
5XX BLOCK OF 24TH AVE S
RAINIER AVE S / S JACKSON ST
9XX BLOCK OF 24TH AVE S
2XX BLOCK OF WESTLAKE AVE N
36XX BLOCK OF PALATINE AVE N
55XX BLOCK OF 16TH AVE NE
12XX BLOCK OF W BERTONA ST
6TH AVE S / YESLER WAY
110XX BLOCK OF 2ND AVE NW
74XX BLOCK OF 2ND AVE NE
33XX BLOCK OF CLAREMONT AVE S
9TH AVE / PINE ST
36XX BLOCK OF 6TH AVE S
6XX BLOCK OF POST AVE
79XX BLOCK OF 9TH AVE SW
3XX BLOCK OF NW 47TH ST
104XX BLOCK OF 5TH AVE NE
S SPOKANE ST / 4TH AVE S
14XX BLOCK OF NW 65TH ST
8TH AVE NW / NW 43RD ST
