RecordId,ListingId,OffenseId
752,447488,13464566651
753,447488,13469912094
754,447488,13480529919
755,447488,13478382512
756,447488,13471138296
757,447488,13466689037
758,447488,13483919544
759,447488,13483606749
760,447488,13470765279
761,447488,13440270058
762,447488,14550976175
763,447488,13438183844
764,461234,13436291516
765,461234,13439976453
766,461234,13437719174
767,461234,13465325155
768,461234,13462523617
769,461234,13465563390
770,461234,13465280364
771,461567,13440317062
772,461567,13465053559
773,461567,13436575859
774,463768,13465049814
775,475361,13453935980
776,475361,13440107983
777,475361,13478853317
778,475361,13478408528
779,475361,13478330844
780,475361,13469982174
781,490076,13418384582
782,490076,13449081522
783,490076,13469415409
784,490076,13469767418
785,490076,13499670341
786,490076,13466428751
787,490110,13436677609
788,490110,13445675377
789,490110,13437963099
790,490110,13437902630
791,490110,13466040216
792,490110,13440346961
793,490110,13469646602
794,490110,13470230420
795,490110,13469928598
796,490110,13466028758
797,490110,13477846142
798,490110,13471312968
799,490110,13470553898
800,490110,13469479000
801,490110,13489577946
802,490110,13479606112
803,490110,13478822099
804,490110,13478353616
805,490110,13478397503
806,490110,13469801121
807,490110,13469787396
808,490110,13499556205
809,490110,13499006114
810,490110,13493188486
811,490110,13478886574
812,490110,13490788244
813,490110,13424539303
814,490110,13498652093
815,490110,13498654408
816,490110,13437901850
817,490110,13469712041
818,490110,13437774882
819,490110,13491057310
820,490110,13490682157
821,491958,13470133822
822,491958,13499670034
823,491958,13477712394
824,493591,13550250018
825,533443,13478069696
826,533443,13469943281
827,533443,13837357154
828,544433,13430895864
829,544433,13438071594
830,544433,13469835039
831,544433,13469768157
832,544433,13465949055
833,544433,13457970611
834,544433,13489311467
835,544433,13499439907
836,544433,13489786767
837,552325,13435634132
838,552325,13433968478
839,552325,13438784685
840,552325,13438055317
841,552325,13469824733
842,552325,13477778320
843,552325,13470118196
844,552325,13470206007
845,557126,13438021308
846,557126,13427980576
847,557126,13460299839
848,557126,13458095245
849,557126,13439798857
850,557126,13439800650
851,557126,13457186959
852,557126,13457122145
853,557126,13437695817
854,557126,13469578052
855,557126,13469006120
856,557126,13465942192
857,557126,13465497742
858,557126,13440197833
859,557126,13465384494
860,557126,13469928666
861,557126,13469900776
862,557126,13469886438
863,557126,13469409274
864,557126,13448918366
865,557126,13484811193
866,557126,13480529919
867,557126,13470468622
868,557126,13499718132
869,557126,13499428371
870,557126,13478704972
871,557126,13499255398
872,557126,13499857117
873,557126,13470765279
874,557126,13478934427
875,564220,13465041314
876,564220,13465701084
877,564220,13470217046
878,564220,13477718550
879,564428,13459631071
880,564428,13468414512
881,564428,13465041314
882,564428,13440241124
883,564428,13465985740
884,564428,13465701084
885,564428,13470217046
886,564428,13477718550
887,564428,13499251411
888,565703,13465259120
889,565703,13484368119
890,565703,13477931047
891,566435,13550250018
892,573942,13478317341
893,573942,13478922558
894,580815,13437980754
895,580815,13437381964
896,580815,13437543951
897,580815,13460299839
898,580815,13458095245
899,580815,13447556177
900,580815,13438233039
901,580815,13438078183
902,580815,13461092798
903,580815,13469712039
904,580815,13465384494
905,580815,13470189908
906,580815,13469902976
907,580815,13469860697
908,580815,13469812604
909,580815,13477814813
910,580815,13484811193
911,580815,13478476653
912,580815,13478382512
913,580815,13477218101
914,580815,13471289409
915,580815,13471138296
916,580815,13470915032
917,580815,13470916742
918,580815,13470322259
919,580815,13499663310
920,580815,13499941829
921,580815,13499255398
922,580815,13499840649
923,580815,13436184575
924,580815,13470969242
925,580815,13460777885
926,580815,13440127079
927,580815,13440325060
928,580815,13478355658
929,580815,13440270058
930,580815,13437757833
931,580815,13446127356
932,598023,13448932617
933,598023,13477753473
934,598023,13469839924
935,598023,13493114219
936,604600,13436871595
937,604600,13429610034
938,604600,13447556177
939,604600,13440385537
940,604600,13438201956
941,604600,13468888147
942,604600,13452457288
943,604600,13440404201
944,604600,13469655002
945,604600,13470332995
946,604600,13470215670
947,604600,13470173100
948,604600,13469856020
949,604600,13478882208
950,604600,13478704972
951,604600,13478378862
952,604600,13499941829
953,604600,13499620127
954,604600,13499496883
955,604600,13478263176
956,604600,13440127079
957,604600,13440325060
958,604600,13478355658
959,604600,13478934427
960,604600,13470529035
961,604600,13438991177
962,609252,13465602720
963,609252,13550250018
964,609421,13465602720
965,609421,13465008477
966,609421,13470589431
967,609421,13550250018
968,609610,13438155722
969,609610,13465281186
970,609610,13489789557
971,609610,13471102675
972,609701,13465245436
973,609701,13449081522
974,609701,13440308355
975,609701,13469415409
976,609701,13469767418
977,609701,13440101092
978,611509,13439021750
979,611509,13438163506
980,611509,13466029963
981,611509,13440109122
982,611509,13470506964
983,611509,13470512472
984,611509,13469534876
985,611509,13489728600
986,611509,13478110478
987,611509,13470708362
988,611509,13448882614
989,611509,13442174142
990,613020,13437859404
991,613020,13440341057
992,620518,13440397251
993,620518,13465497977
994,631445,13437162682
995,631445,13438046551
996,631445,13437963099
997,631445,13448930690
998,631445,13440346961
999,631445,13440319474
1000,631445,13469646602
1001,631445,13470439534
1002,631445,13486020962
1003,631445,13479606112
1004,631445,13478848833
1005,631445,13478828741
1006,631445,13478822099
1007,631445,13478204634
1008,631445,13477866215
1009,631445,13477072140
1010,631445,13493188486
1011,631445,13519388115
1012,631445,13478886574
1013,631445,13499423456
1014,631445,13469712041
1015,631445,13466917209
1016,631445,13465007105
1017,631445,13491057310
1018,631445,13490682157
1019,635865,13440085467
1020,635865,13469956583
1021,635865,13464990548
1022,635865,13470012503
1023,635878,13438266858
1024,635878,13438106023
1025,635878,13438059442
1026,635878,13469256627
1027,635878,13469277954
1028,635878,13465980623
1029,635878,13465969385
1030,635878,13464963046
1031,635878,13464469546
1032,635878,13446515698
1033,635878,13441779511
1034,635878,13469788288
1035,635878,13465780989
1036,635878,13465715137
1037,635878,13465452430
1038,635878,13470546833
1039,635878,13470829205
1040,635878,13470094548
1041,635878,13470048442
1042,635878,13469834524
1043,635878,13479071414
1044,635878,13478911778
1045,635878,13470123788
1046,635878,13449002846
1047,635878,13478258549
1048,635878,13458355860
1049,635878,13478397111
1050,637710,13418384582
1051,637710,13449081522
1052,637710,13469415409
1053,637710,13469767418
1054,639130,13436562682
1055,639130,13438296726
1056,639130,13437662491
1057,639130,13465786074
1058,639130,13469406014
1059,654734,13437381964
1060,654734,13437543951
1061,654734,13436871595
1062,654734,13429610034
1063,654734,13447556177
1064,654734,13440385537
1065,654734,13438201956
1066,654734,13437751695
1067,654734,13468888147
1068,654734,13447866232
1069,654734,13440404201
1070,654734,13469712039
1071,654734,13465388936
1072,654734,13470215670
1073,654734,13470480194
1074,654734,13466013877
1075,654734,13466590141
1076,654734,13470173100
1077,654734,13469845004
1078,654734,13489443010
1079,654734,13478958281
1080,654734,13477218101
1081,654734,13471196233
1082,654734,13470935307
1083,654734,13498812663
1084,654734,13478882208
1085,654734,13478378862
1086,654734,13499941829
1087,654734,13499620127
1088,654734,13499496883
1089,654734,13440127079
1090,654734,13440325060
1091,654734,13478355658
1092,658540,13453591018
1093,658540,13469253905
1094,658540,13464940039
1095,658540,13465813049
1096,658540,13470017778
1097,658540,13469751750
1098,658540,13438200927
1099,661708,13465612770
1100,671828,13465008477
1101,671828,13469819740
1102,671828,13470589431
1103,674113,13466252470
1104,674113,13489789557
1105,677266,13478317341
1106,677266,13478922558
1107,677365,13470347816
1108,677365,13470071614
1109,677365,13477901356
1110,681866,13438132129
1111,681866,13478622940
1112,681866,13470544494
1113,689309,13459706210
1114,693956,13470429635
1115,693956,13469606677
1116,693956,13498833942
1117,693956,13496534362
1118,693956,13498824793
1119,699460,13464902412
1120,699460,13446167984
1121,699460,13442070687
1122,699460,13441961636
1123,699460,13440082998
1124,699460,13470102372
1125,699460,13440330441
1126,699460,13437548591
1127,699460,13478167950
1128,699460,13523391717
1129,699460,13438020193
1130,703058,13457462404
1131,703058,13440286071
1132,703058,13466018846
1133,703058,13478245624
1134,704764,13438212016
1135,704764,13465871444
1136,704764,13465292759
1137,704764,13464867782
1138,704764,13465592937
1139,704764,13470695421
1140,704764,13490408142
1141,704764,13478348328
1142,706385,13469323608
1143,706385,13465745287
1144,706385,13469934688
1145,706385,13465320555
1146,706385,13469657921
1147,706385,13499523505
1148,706385,13499036614
1149,706385,13469464656
1150,708774,13439966308
1151,708774,13469323608
1152,708774,13465745287
1153,708774,13440417523
1154,708774,13440251826
1155,708774,13465320555
1156,708774,13470153765
1157,708774,13469657921
1158,708774,13499523505
1159,708774,13469464656
1160,708774,13440034156
1161,710370,13437926458
1162,710370,13442075510
1163,710370,13437884906
1164,710370,13447562893
1165,710370,13465026374
1166,710370,13465028576
1167,723723,13484368119
1168,723723,13477931047
1169,723723,13448942964
1170,723846,13464875460
1171,723846,13464938052
1172,723846,13465545817
1173,741699,13448889020
1174,741699,13465996530
1175,741699,13465527068
1176,741699,13469286731
1177,741699,13470110266
1178,741699,13469968126
1179,748526,13465325155
1180,748526,13470137427
1181,748526,13440876718
1182,752483,13446594548
1183,752483,13440038711
1184,752483,13439800650
1185,752483,13438090167
1186,752483,13457186959
1187,752483,13457122145
1188,752483,13437695817
1189,752483,13469578052
1190,752483,13465942192
1191,752483,13465593459
1192,752483,13465602075
1193,752483,13465354095
1194,752483,13465653273
1195,752483,13465418177
1196,752483,13464566651
1197,752483,13469912094
1198,752483,13480529919
1199,752483,13478382512
1200,752483,13466689037
1201,752483,13483919544
1202,752483,13483606749
1203,752483,13499255398
1204,752483,13470765279
1205,752483,13440270058
1206,752483,14550976175
1207,752483,13438183844
1208,755613,13468414512
1209,755613,13465483811
1210,755613,13465281186
1211,755613,13465041314
1212,755613,13465701084
1213,755613,13489789557
1214,755613,13477718550
1215,755613,13471102675
1216,757840,13440144330
1217,757840,13465273478
1218,757840,13470649243
1219,757840,13465781697
1220,760471,13465339051
1221,760471,13469433730
1222,784579,13465786074
1223,784579,13478157279
1224,784579,13469406014
1225,784579,13437980343
1226,788146,13460830575
1227,788146,13469750271
1228,788146,13475601298
1229,788146,13470110266
1230,788146,13469906029
1231,788146,13469871333
1232,788146,13471161076
1233,789229,13469587498
1234,789229,13440280933
1235,789229,13447539054
1236,789229,13484146749
1237,789229,13478358888
1238,789229,13499854337
1239,789229,13498999337
1240,793629,13440257871
1241,793629,13440092739
1242,793629,13440142330
1243,793629,13469829970
1244,793629,13471185462
1245,793629,13470319813
1246,808134,13437162682
1247,808134,13460363071
1248,808134,13438046551
1249,808134,13448930690
1250,808134,13440319474
1251,808134,13440303263
1252,808134,13469646602
1253,808134,13467915459
1254,808134,13470439534
1255,808134,13489311467
1256,808134,13486020962
1257,808134,13479606112
1258,808134,13478848833
1259,808134,13478828741
1260,808134,13478822099
1261,808134,13478204634
1262,808134,13477866215
1263,808134,13477072140
1264,808134,13493188486
1265,808134,13519388115
1266,808134,13478886574
1267,808134,13499706481
1268,808134,13499423456
1269,808134,13469712041
1270,808134,13466917209
1271,808134,13465007105
1272,808134,13491057310
1273,808134,13490682157
1274,841274,13459631071
1275,841274,13465985740
1276,841274,13464946899
1277,841274,13470217046
1278,841274,13499251411
1279,844939,13437162682
1280,844939,13460363071
1281,844939,13438046551
1282,844939,13448930690
1283,844939,13440319474
1284,844939,13440303263
1285,844939,13469646602
1286,844939,13467915459
1287,844939,13470439534
1288,844939,13489311467
1289,844939,13486020962
1290,844939,13479606112
1291,844939,13478848833
1292,844939,13478828741
1293,844939,13478822099
1294,844939,13478204634
1295,844939,13477866215
1296,844939,13477072140
1297,844939,13498604770
1298,844939,13493188486
1299,844939,13519388115
1300,844939,13478886574
1301,844939,13499706481
1302,844939,13499423456
1303,844939,13469712041
1304,844939,13466917209
1305,844939,13465007105
1306,844939,13491057310
1307,844939,13490682157
1308,846763,13469577789
1309,846763,13440981515
1310,877203,13435740211
1311,877203,13440207221
1312,877203,13465906577
1313,877203,13470515742
1314,877203,13469515405
1315,877203,13469505605
1316,877203,13478157279
1317,879181,13435740211
1318,879181,13453591018
1319,879181,13440207221
1320,879181,13465906577
1321,879181,13470515742
1322,879181,13469505605
1323,879181,13478157279
1324,902243,13460363071
1325,902243,13438046551
1326,902243,13466040216
1327,902243,13448930690
1328,902243,13440303263
1329,902243,13469646602
1330,902243,13467915459
1331,902243,13466028758
1332,902243,13469618809
1333,902243,13486020962
1334,902243,13479606112
1335,902243,13478822099
1336,902243,13477866215
1337,902243,13477072140
1338,902243,13498604770
1339,902243,13493188486
1340,902243,13519388115
1341,902243,13478886574
1342,902243,13499706481
1343,902243,13499423456
1344,902243,13437901850
1345,902243,13469712041
1346,902243,13466917209
1347,902243,13465007105
1348,902243,13491057310
1349,902243,13490682157
1350,902609,13469368102
1351,902609,13446811615
1352,902609,13440225552
1353,902609,13470071614
1354,902609,13469630112
1355,902609,13499757474
1356,902609,13499760606
1357,904057,13438192033
